C,NEMP.WORLD,PREDISPATCH,AEMO,PUBLIC,2026/09/04,03:32:05,0000000535965578,,0000000535965573
I,PREDISPATCH,CASESOLUTION,2,PREDISPATCHSEQNO,RUNNO,SOLUTIONSTATUS,SPDVERSION,NONPHYSICALLOSSES,TOTALOBJECTIVE,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALASPROFILEVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,LASTCHANGED,INTERVENTION
D,PREDISPATCH,CASESOLUTION,2,"2026/09/04 04:00:00",1,2,,0,-540471836.4080,0,0,0,0,0,,,,,0,0,0,"2026/09/04 03:31:55",0
I,PDREGION,,5,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,RRP,EEP,TOTALDEMAND,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,RAISEREGRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP,LOWERREGRRP,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,DECAVAILABILITY,LORSURPLUS,LRCSURPLUS,INTERVENTION,LOWER1SECLOCALDISPATCH,RAISE1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECRRP,LOWER1SECRRP
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_BL_R1,"2026/09/05 04:00:00",-10000,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 04:00:00",-9589.74775,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 04:30:00",-9588.53498,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 05:00:00",-9562.37699,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 05:30:00",-9562.64401,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 06:00:00",-9581.44656,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 06:30:00",-9587.43246,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 07:00:00",-9555.04501,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 07:30:00",-9567.11099,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 08:00:00",-9591.76703,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 08:30:00",-9711.94529,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 09:00:00",-9741.21418,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 09:30:00",-9764.64252,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 10:00:00",-9830.71028,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 10:30:00",-9869.43241,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 11:00:00",-9914.40629,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 11:30:00",-9914.16127,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 12:00:00",-9919.90802,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 12:30:00",-9955.3894,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 13:00:00",-9865.51762,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 13:30:00",-9952.8335,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 14:00:00",-9951.65935,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 14:30:00",-9951.20785,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 15:00:00",-9951.25224,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 15:30:00",-9950.94498,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 16:00:00",-9950.66959,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 16:30:00",-9931.9504,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 17:00:00",-9844.4267,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 17:30:00",-9800.7656,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 18:00:00",-9677.47008,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 18:30:00",-9614.56932,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 19:00:00",-9611.40999,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 19:30:00",-9609.75768,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 20:00:00",-9607.90363,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 20:30:00",-9606.03003,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 21:00:00",-9602.97015,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 21:30:00",-9596.38496,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 22:00:00",-9590.81212,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 22:30:00",-9589.1256,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 23:00:00",-9575.09568,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/04 23:30:00",-9573.46085,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 00:00:00",-9571.87277,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 00:30:00",-9570.19439,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 01:00:00",-9568.37992,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 01:30:00",-9560.74965,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 02:00:00",-9558.68393,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 02:30:00",-9564.14047,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 03:00:00",-9556.25625,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 03:30:00",-9555.40137,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R1,"2026/09/05 04:00:00",-9672.91439,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 04:00:00",-9343.43768,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 04:30:00",-9347.34929,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 05:00:00",-9327.81102,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 05:30:00",-9328.73695,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 06:00:00",-9329.77268,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 06:30:00",-9331.35668,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 07:00:00",-9303.27411,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 07:30:00",-9305.2411,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 08:00:00",-9337.19047,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 08:30:00",-9428.71213,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 09:00:00",-9459.37273,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 09:30:00",-9491.97542,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 10:00:00",-9560.61649,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 10:30:00",-9600.96447,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 11:00:00",-9641.44821,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 11:30:00",-9641.85048,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 12:00:00",-9641.43531,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 12:30:00",-9681.13442,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 13:00:00",-9595.15462,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 13:30:00",-9679.09129,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 14:00:00",-9678.15923,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 14:30:00",-9677.50692,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 15:00:00",-9677.05219,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 15:30:00",-9676.60501,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 16:00:00",-9676.2042,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 16:30:00",-9655.54713,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 17:00:00",-9585.1901,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 17:30:00",-9532.91119,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 18:00:00",-9405.44676,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 18:30:00",-9351.04886,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 19:00:00",-9351.16923,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 19:30:00",-9350.66825,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 20:00:00",-9350.06298,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 20:30:00",-9349.50171,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 21:00:00",-9349.10821,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 21:30:00",-9348.54326,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 22:00:00",-9347.75806,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 22:30:00",-9347.04608,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 23:00:00",-9346.18048,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/04 23:30:00",-9345.50979,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 00:00:00",-9344.85827,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 00:30:00",-9344.1697,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 01:00:00",-9343.4253,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 01:30:00",-9342.69792,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 02:00:00",-9342.03714,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 02:30:00",-9348.24457,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 03:00:00",-9341.05541,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 03:30:00",-9340.70971,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R5,"2026/09/05 04:00:00",-9430.41315,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 04:00:00",-9406.67778,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 04:30:00",-9411.16429,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 05:00:00",-9392.7034,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 05:30:00",-9395.78982,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 06:00:00",-9399.24225,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 06:30:00",-9404.52228,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 07:00:00",-9380.91369,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 07:30:00",-9387.47033,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 08:00:00",-9423.96822,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 08:30:00",-9519.04044,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 09:00:00",-9551.24242,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 09:30:00",-9585.44733,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 10:00:00",-9655.3883,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 10:30:00",-9696.54823,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 11:00:00",-9738.16071,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 11:30:00",-9739.50161,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 12:00:00",-9738.11771,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 12:30:00",-9777.11475,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 13:00:00",-9688.84874,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 13:30:00",-9770.30429,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 14:00:00",-9767.19745,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 14:30:00",-9765.02307,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 15:00:00",-9763.50729,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 15:30:00",-9762.0167,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 16:00:00",-9760.68065,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 16:30:00",-9738.49044,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 17:00:00",-9667.30034,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 17:30:00",-9614.37064,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 18:00:00",-9488.15586,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 18:30:00",-9435.16286,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 19:00:00",-9435.56409,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 19:30:00",-9433.89417,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 20:00:00",-9431.87659,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 20:30:00",-9430.0057,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 21:00:00",-9428.69403,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 21:30:00",-9426.81085,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 22:00:00",-9424.19353,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 22:30:00",-9421.82027,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 23:00:00",-9418.93494,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/04 23:30:00",-9416.69928,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 00:00:00",-9414.52755,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 00:30:00",-9412.23233,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 01:00:00",-9409.75101,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 01:30:00",-9407.32641,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 02:00:00",-9405.12379,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 02:30:00",-9410.09503,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 03:00:00",-9401.85138,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 03:30:00",-9400.69904,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R6,"2026/09/05 04:00:00",-9489.71049,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 04:00:00",-9406.67778,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 04:30:00",-9411.16429,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 05:00:00",-9392.7034,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 05:30:00",-9395.78982,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 06:00:00",-9399.24225,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 06:30:00",-9404.52228,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 07:00:00",-9380.91369,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 07:30:00",-9387.47033,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 08:00:00",-9423.96822,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 08:30:00",-9519.04044,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 09:00:00",-9551.24242,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 09:30:00",-9585.44733,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 10:00:00",-9655.3883,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 10:30:00",-9696.54823,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 11:00:00",-9738.16071,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 11:30:00",-9739.50161,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 12:00:00",-9738.11771,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 12:30:00",-9777.11475,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,F_MAIN+NIL_MG_R60,"2026/09/04 13:00:00",-9688.84874,0,0,0
